s,st,b,q,ba,qa,i,ts,an,qn,o,h,l,c,v,qv,y,as,pm,pn,cs,tags,pom,pomt,etf
BCHEUR,TRADING,BCH,EUR,,,0.00001,0.01,Bitcoin Cash,Euro,238.5,247.12,238.04,239.51,57.34,13936.5768385,0,57.33811,USDⓈ,USDⓈ,18587943,"[""pow"",""mining-zone""]",,,
BCHPAX,TRADING,BCH,PAX,,,0.00001,0.01,Bitcoin Cash,Paxos Standard,305,305.5,281,290,86.62,25411.7025583,0,86.61182,USDⓈ,USDⓈ,18587943,"[""pow"",""mining-zone""]",,,
BCHTUSD,TRADING,BCH,TUSD,,,0.00001,0.01,Bitcoin Cash,TrueUSD,303.63,303.95,285,287.21,127.48,37404.9513012,0,127.47789,USDⓈ,USDⓈ,18587943,"[""pow"",""mining-zone""]",,,
BCHUSDC,TRADING,BCH,USDC,,,0.00001,0.01,Bitcoin Cash,USD Coin,301.42,305.54,280.72,288.87,3074.62,900423.9904676,0,3074.61501,USDⓈ,USDⓈ,18587943,"[""pow"",""mining-zone""]",,,
BCHUSDT,TRADING,BCH,USDT,,,0.00001,0.01,Bitcoin Cash,TetherUS,302.11,305.58,280,289.21,267912.02,78184422.7464433,0,267912.01311,USDⓈ,USDⓈ,18587943,"[""pow"",""mining-zone""]",,,
BCPTBTC,TRADING,BCPT,BTC,,฿,1,1e-8,BlockMason Credit Protocol,Bitcoin,0.00000108,0.0000011,0.00000104,0.00000106,5641915,5.98436131,0,5641915,BTC,BTC,116158667,"[""defi""]",,,
BEAMBTC,TRADING,BEAM,BTC,,฿,0.01,1e-7,Beam,Bitcoin,0.0000141,0.0000144,0.0000139,0.0000143,388335.44,5.49912688,0,388335.44,BTC,BTC,,"[""pow"",""mining-zone""]",,,
BEAMUSDT,TRADING,BEAM,USDT,,,0.01,0.0001,Beam,TetherUS,0.2718,0.274,0.2602,0.2696,667888.78,178651.432344,0,667888.78,USDⓈ,USDⓈ,,"[""pow"",""mining-zone""]",,,
BELBNB,TRADING,BEL,BNB,,,0.1,0.00001,Bella Protocol,BNB,0.03491,0.03791,0.03426,0.03685,91562.4,3301.521451,0,91562.4,BNB,BNB,,"[""defi"",""innovation-zone""]",,,
BELBTC,TRADING,BEL,BTC,,฿,1,1e-8,Bella Protocol,Bitcoin,0.0000553,0.00006047,0.00005447,0.00005899,1534492,88.4731185,0,1534492,BTC,BTC,,"[""defi"",""innovation-zone""]",,,
BELBUSD,TRADING,BEL,BUSD,,,0.01,0.0001,Bella Protocol,BUSD,1.067,1.1408,1.0229,1.1156,190339.48,208419.729466,0,190339.48,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
BELUSDT,TRADING,BEL,USDT,,,0.01,0.0001,Bella Protocol,TetherUS,1.0707,1.1445,1.0214,1.1148,4068696.04,4439116.956826,0,4068696.04,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
BLZBNB,TRADING,BLZ,BNB,,,1,0.000001,Bluzelle,BNB,0.00256,0.00278,0.002506,0.002708,358692,946.570414,0,358692,BNB,BNB,194767618,"[""storage-zone""]",,,
BLZBTC,TRADING,BLZ,BTC,,฿,1,1e-8,Bluzelle,Bitcoin,0.00000406,0.00000443,0.00000397,0.00000434,10038786,42.35935708,0,10038786,BTC,BTC,194767618,"[""storage-zone""]",,,
BLZBUSD,BREAK,BLZ,BUSD,,,0.1,0.00001,Bluzelle,BUSD,0.06938,0.07285,0.06641,0.07104,26545.6,1863.11232,0,26545.6,USDⓈ,USDⓈ,194767618,"[""storage-zone""]",,,
BLZETH,TRADING,BLZ,ETH,,Ξ,1,1e-8,Bluzelle,Ethereum,0.0001293,0.00014222,0.00012734,0.00013914,508223,68.48887015,0,508223,ALTS,ALTS,194767618,"[""storage-zone""]",,,
BLZUSDT,TRADING,BLZ,USDT,,,0.1,0.00001,Bluzelle,TetherUS,0.07811,0.0849,0.0745,0.08207,11907950.6,954178.477206,0,11907950.6,USDⓈ,USDⓈ,194767618,"[""storage-zone""]",,,
BNBAUD,TRADING,BNB,AUD,,,0.001,0.001,BNB,Australia Dollar,41.741,42.034,40.55,41.463,2077.234,85879.439736,0,2077.234,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBBIDR,TRADING,BNB,BIDR,,,0.001,1,BNB,BIDR,433501,435278,419564,426664,134,57162255.12,0,133.401,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBBKRW,TRADING,BNB,BKRW,,,0.001,1,BNB,Binance KRW,33595,33973,32838,33260,1541,51379708.063,0,1540.323,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBBRL,TRADING,BNB,BRL,,,0.00001,0.01,BNB,Brazilian Real,162.42,162.6,156.02,159.61,1305.41,209217.4730913,0,1305.40759,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBBUSD,TRADING,BNB,BUSD,,,0.01,0.0001,BNB,BUSD,30.6237,30.9265,29.5361,30.2487,241129.35,7306188.111891,0,241129.35,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBDAI,TRADING,BNB,DAI,,,0.001,0.001,BNB,Dai,30.531,30.77,29.46,30.027,3084.176,93013.907804,0,3084.176,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBETH,TRADING,BNB,ETH,,Ξ,0.01,0.000001,BNB,Ethereum,0.050646,0.051726,0.050354,0.051366,71236.93,3642.61311213,0,71236.93,ALTS,ALTS,152665937,"[""pos"",""mining-zone""]",,,
BNBEUR,TRADING,BNB,EUR,,,0.001,0.0001,BNB,Euro,25.575,25.7408,24.5909,25.1499,32228.312,813842.1455758,0,32228.312,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBGBP,TRADING,BNB,GBP,,,0.001,0.001,BNB,Pound Sterling,22.95,23.192,22.191,22.797,8610.062,195568.923634,0,8610.062,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBIDRT,TRADING,BNB,IDRT,,,0.001,1,BNB,Rupiah Token,432907,436448,421164,426339,414,177294354.76,0,413.389,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBNGN,TRADING,BNB,NGN,,,0.001,1,BNB,Nigerian Naira,14908,15173,14500,14722,2130,31530260.628,0,2129.074,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBPAX,TRADING,BNB,PAX,,,0.01,0.0001,BNB,Paxos Standard,30.5307,30.8522,28.7197,30.1228,247.25,7478.438659,0,247.25,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBRUB,TRADING,BNB,RUB,,,0.01,0.01,BNB,Russian Ruble,2320.72,2326.38,2241.91,2262.42,538.35,1230380.0804,0,538.35,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBTRY,TRADING,BNB,TRY,,,0.01,0.01,BNB,Turkish Lira,239.92,242.4,233.78,238.89,4122.93,982987.232,0,4122.93,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBTUSD,TRADING,BNB,TUSD,,,0.01,0.0001,BNB,TrueUSD,30.5789,30.7894,29.6734,30.0723,1445.7,43482.674674,0,1445.7,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBUSDC,TRADING,BNB,USDC,,,0.01,0.0001,BNB,USD Coin,30.6655,30.9308,29.6869,30.1657,10542.85,319671.418461,0,10542.85,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBZAR,TRADING,BNB,ZAR,,,0.01,0.01,BNB,South African Rand,471.73,485.41,471.73,477.96,424.21,202232.5365,0,424.21,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNTBTC,TRADING,BNT,BTC,,฿,1,1e-8,Bancor,Bitcoin,0.0000511,0.00005424,0.00005044,0.00005129,260574,13.37466446,0,260574,BTC,BTC,88069173,"[""defi""]",,,
BNTBUSD,TRADING,BNT,BUSD,,,0.01,0.0001,Bancor,BUSD,0.9659,0.9931,0.9562,0.9616,10739.2,10428.705819,0,10739.2,USDⓈ,USDⓈ,88069173,"[""defi""]",,,
BNTUSDT,TRADING,BNT,USDT,,,0.01,0.0001,Bancor,TetherUS,0.985,1,0.95,0.9648,515380.02,499917.782555,0,515380.02,USDⓈ,USDⓈ,88069173,"[""defi""]",,,
BOTBTC,TRADING,BOT,BTC,,฿,0.0001,0.00001,Bounce Token,Bitcoin,0.0245,0.02628,0.024,0.02439,306.2467,7.59824882,0,306.2467,BTC,BTC,,"[""innovation-zone"",""defi""]",,,
BOTBUSD,TRADING,BOT,BUSD,,,0.00001,0.01,Bounce Token,BUSD,470,491.87,453.15,456.5,55.06,25730.1776302,0,55.05212,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
BRDBNB,TRADING,BRD,BNB,,,0.1,0.00001,Bread,BNB,0.00238,0.00242,0.00231,0.00234,69029.8,163.067748,0,69029.8,BNB,BNB,88733977,[],,,
BRDBTC,TRADING,BRD,BTC,,฿,1,1e-8,Bread,Bitcoin,0.00000378,0.00000387,0.0000037,0.00000374,1473416,5.54331663,0,1473416,BTC,BTC,88733977,[],,,
BRDETH,TRADING,BRD,ETH,,Ξ,1,1e-7,Bread,Ethereum,0.00012,0.0001236,0.0001189,0.0001198,84949,10.2555075,0,84949,ALTS,ALTS,88733977,[],,,
BTCAUD,TRADING,BTC,AUD,฿,,0.000001,0.01,Bitcoin,Australia Dollar,26369.88,26400.3,25000,25746.22,98.47,2538742.08090301,0,98.467549,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCBIDR,TRADING,BTC,BIDR,฿,,0.000001,1,Bitcoin,BIDR,272779556,272779556,258126269,265968004,5,1178382936.45,0,4.401365,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCBKRW,TRADING,BTC,BKRW,฿,,0.000001,1,Bitcoin,Binance KRW,21167219,21288243,20247065,20801728,43,884641089.26333,0,42.589051,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCBRL,TRADING,BTC,BRL,฿,,0.000001,1,Bitcoin,Brazilian Real,102221,102427,97273,99530,86,8533072.879384,0,85.249088,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCBUSD,TRADING,BTC,BUSD,฿,,0.000001,0.01,Bitcoin,BUSD,19320.48,19350,18334,18908.89,14987.34,283525447.17093813,0,14987.339461,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCDAI,TRADING,BTC,DAI,฿,,0.000001,0.01,Bitcoin,Dai,19223.08,19272.3,18264.43,18828.38,110.56,2083523.43651179,0,110.559321,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCEUR,TRADING,BTC,EUR,฿,,0.000001,0.01,Bitcoin,Euro,16112.47,16125.22,15244.26,15707.69,2531.77,39910733.32011385,0,2531.763898,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCGBP,TRADING,BTC,GBP,฿,,0.000001,0.01,Bitcoin,Pound Sterling,14527.28,14546.8,13734.28,14234.84,519.46,7386360.16950099,0,519.451001,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCIDRT,TRADING,BTC,IDRT,฿,,0.000001,1,Bitcoin,Rupiah Token,272065417,272856489,259426644,267846708,8,2047137283.94,0,7.649873,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCNGN,TRADING,BTC,NGN,฿,,0.000001,1,Bitcoin,Nigerian Naira,9519523,9519524,9021383,9245034,499,4623292256.039478,0,498.753135,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCPAX,TRADING,BTC,PAX,฿,,0.000001,0.01,Bitcoin,Paxos Standard,19311.23,19346.93,18344.74,18910.71,834.89,15792833.69490203,0,834.882995,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCRUB,TRADING,BTC,RUB,฿,,0.000001,1,Bitcoin,Russian Ruble,1457244,1461116,1383181,1417918,48,68115911.741803,0,47.707848,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCTRY,TRADING,BTC,TRY,฿,,0.000001,1,Bitcoin,Turkish Lira,151329,151662,144731,148833,116,17150714.034518,0,115.06376,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCTUSD,TRADING,BTC,TUSD,฿,,0.000001,0.01,Bitcoin,TrueUSD,19328.42,19350.08,18328.94,18900.78,222.51,4210481.18210336,0,222.50214,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCUAH,TRADING,BTC,UAH,฿,,0.000001,1,Bitcoin,Ukraine Hryvnia,549259,551420,521579,537321,42,22147944.866763,0,41.054885,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCUSDC,TRADING,BTC,USDC,฿,,0.000001,0.01,Bitcoin,USD Coin,19320.93,19345.57,18335.02,18905.58,1826.17,34516576.76607229,0,1826.161294,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTCZAR,TRADING,BTC,ZAR,฿,,0.000001,1,Bitcoin,South African Rand,303910,305155,290316,300194,17,5031287.545924,0,16.721291,USDⓈ,USDⓈ,18559718,"[""pow"",""mining-zone""]",,,
BTGBTC,TRADING,BTG,BTC,,฿,0.01,0.000001,Bitcoin Gold,Bitcoin,0.000484,0.000487,0.000469,0.000484,23555.9,11.2538576,0,23555.9,BTC,BTC,17333349,"[""pow"",""mining-zone""]",,,
BTSBTC,TRADING,BTS,BTC,,฿,1,1e-8,BitShares,Bitcoin,0.00000124,0.00000126,0.0000012,0.00000124,3308462,4.05261081,0,3308462,BTC,BTC,2994770000,"[""defi"",""pos"",""mining-zone""]",,,
BTTBNB,TRADING,BTT,BNB,,,1,1e-8,BitTorrent,BNB,0.00001123,0.00001169,0.00001113,0.00001126,224066694,2551.22543273,0,224066694,BNB,BNB,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BTTBUSD,TRADING,BTT,BUSD,,,1,1e-7,BitTorrent,BUSD,0.0003442,0.0003517,0.0003364,0.0003403,195126794,67168.7649106,0,195126794,USDⓈ,USDⓈ,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BTTTRX,TRADING,BTT,TRX,,,0.1,0.00001,BitTorrent,TRON,0.01104,0.01165,0.01095,0.01109,1493399418,16767913.5938,0,1493399418,ALTS,ALTS,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BTTTUSD,TRADING,BTT,TUSD,,,1,1e-7,BitTorrent,TrueUSD,0.0003457,0.0003646,0.0003355,0.0003404,137362968,47306.5823817,0,137362968,USDⓈ,USDⓈ,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BTTUSDC,TRADING,BTT,USDC,,,1,1e-7,BitTorrent,USD Coin,0.0003436,0.0003543,0.0003234,0.0003407,133284193,45824.8811803,0,133284193,USDⓈ,USDⓈ,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BTTUSDT,TRADING,BTT,USDT,,,1,1e-7,BitTorrent,TetherUS,0.000344,0.0003521,0.0003358,0.0003403,9568206692,3300408.9391258,0,9568206692,USDⓈ,USDⓈ,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BURGERBNB,TRADING,BURGER,BNB,,,0.1,0.00001,Burger Swap,BNB,0.01795,0.01964,0.01784,0.01944,84968.8,1598.442527,0,84968.8,BNB,BNB,,"[""innovation-zone"",""defi""]",,,
BUSDBIDR,TRADING,BUSD,BIDR,,,0.01,1,BUSD,BIDR,14116,14159,14057,14156,17090,241476568.36,0,17089.22,USDⓈ,USDⓈ,16651765,[],,,
BUSDBKRW,TRADING,BUSD,BKRW,,,0.1,0.01,BUSD,Binance KRW,1095.92,1109.59,1095.03,1100.11,191101.8,210509870.173,0,191101.8,USDⓈ,USDⓈ,16651765,[],,,
BUSDBRL,TRADING,BUSD,BRL,,,0.01,0.001,BUSD,Brazilian Real,5.308,5.313,5.249,5.292,214316.89,1132230.91162,0,214316.89,USDⓈ,USDⓈ,16651765,[],,,
BUSDDAI,TRADING,BUSD,DAI,,,0.01,0.0001,BUSD,Dai,0.9952,0.9958,0.9943,0.9951,1171953.43,1166472.794713,0,1171953.43,USDⓈ,USDⓈ,16651765,[],,,
BUSDIDRT,TRADING,BUSD,IDRT,,,0.01,1,BUSD,Rupiah Token,14148,14229,14038,14176,24280,343577671.31,0,24279.35,USDⓈ,USDⓈ,16651765,[],,,
BUSDNGN,TRADING,BUSD,NGN,,,0.01,0.01,BUSD,Nigerian Naira,492.81,494.91,482.66,488.49,1243154.06,608365592.7154,0,1243154.06,USDⓈ,USDⓈ,16651765,[],,,
BUSDRUB,TRADING,BUSD,RUB,,,0.1,0.001,BUSD,Russian Ruble,75.4,75.956,75,75.004,64793.5,4877770.3132,0,64793.5,USDⓈ,USDⓈ,16651765,[],,,
BUSDTRY,TRADING,BUSD,TRY,,,0.01,0.001,BUSD,Turkish Lira,7.844,7.905,7.821,7.866,237318.34,1869764.94512,0,237318.34,USDⓈ,USDⓈ,16651765,[],,,
BUSDUSDT,TRADING,BUSD,USDT,,,0.01,0.0001,BUSD,TetherUS,0.9992,1.0001,0.9991,0.9999,158362468.63,158320820.077941,0,158362468.63,USDⓈ,USDⓈ,16651765,[],,,
BUSDZAR,TRADING,BUSD,ZAR,,,0.1,0.001,BUSD,South African Rand,15.735,15.887,15.646,15.817,43265.5,683115.6464,0,43265.5,USDⓈ,USDⓈ,16651765,[],,,
BZRXBNB,TRADING,BZRX,BNB,,,0.1,0.00001,bZx Protocol,BNB,0.00798,0.0095,0.0076,0.00928,152488.2,1209.440002,0,152488.2,BNB,BNB,,"[""defi"",""innovation-zone""]",,,
BZRXBTC,TRADING,BZRX,BTC,,฿,1,1e-8,bZx Protocol,Bitcoin,0.00001266,0.0000152,0.00001213,0.00001498,4514142,61.20201181,0,4514142,BTC,BTC,,"[""defi"",""innovation-zone""]",,,
BZRXBUSD,TRADING,BZRX,BUSD,,,0.01,0.0001,bZx Protocol,BUSD,0.2466,0.287,0.2259,0.281,683786.96,176498.699247,0,683786.96,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
BZRXUSDT,TRADING,BZRX,USDT,,,0.01,0.0001,bZx Protocol,TetherUS,0.2443,0.2878,0.2254,0.282,17623289.2,4498866.77415,0,17623289.2,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
CAKEBNB,TRADING,CAKE,BNB,,,0.1,0.00001,PancakeSwap,BNB,0.01136,0.01276,0.01131,0.01214,600121,7139.523995,0,600121,BNB,BNB,,"[""innovation-zone"",""defi""]",,,
CAKEBUSD,TRADING,CAKE,BUSD,,,0.01,0.0001,PancakeSwap,BUSD,0.35,0.3735,0.3405,0.3665,495995.18,178254.897966,0,495995.18,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
CDTBTC,TRADING,CDT,BTC,,฿,1,1e-8,Blox,Bitcoin,3.4e-7,3.6e-7,3.3e-7,3.4e-7,8140966,2.78806789,0,8140966,BTC,BTC,674579184,[],,,
CDTETH,TRADING,CDT,ETH,,Ξ,1,1e-8,Blox,Ethereum,0.00001084,0.00001125,0.00001048,0.00001106,4188302,45.22503259,0,4188302,ALTS,ALTS,674579184,[],,,
CELRBNB,TRADING,CELR,BNB,,,1,1e-7,Celer Network,BNB,0.0001895,0.0001912,0.0001807,0.0001838,1428025,263.8826645,0,1428025,BNB,BNB,3325000000,[],,,
CELRBTC,TRADING,CELR,BTC,,฿,1,1e-8,Celer Network,Bitcoin,3e-7,3.1e-7,2.9e-7,2.9e-7,50705284,15.13382873,0,50705284,BTC,BTC,3325000000,[],,,
CELRUSDT,TRADING,CELR,USDT,,,0.1,0.00001,Celer Network,TetherUS,0.00574,0.00586,0.00537,0.00556,86648251.5,487050.38838,0,86648251.5,USDⓈ,USDⓈ,3325000000,[],,,
CHRBNB,TRADING,CHR,BNB,,,1,0.000001,Chromia,BNB,0.000871,0.000911,0.000856,0.000893,3725980,3273.615304,0,3725980,BNB,BNB,268455372,[],,,
CHRBTC,TRADING,CHR,BTC,,฿,1,1e-8,Chromia,Bitcoin,0.00000139,0.00000146,0.00000137,0.00000144,6747761,9.53687317,0,6747761,BTC,BTC,268455372,[],,,
CHRUSDT,TRADING,CHR,USDT,,,0.1,0.00001,Chromia,TetherUS,0.0268,0.02776,0.0256,0.02702,8690639,231519.802424,0,8690639,USDⓈ,USDⓈ,268455372,[],,,
CHZBNB,TRADING,CHZ,BNB,,,1,1e-7,Chiliz,BNB,0.0004121,0.0004551,0.0003907,0.0004192,2516151,1047.8661328,0,2516151,BNB,BNB,4782431150,[],,,
CHZBTC,TRADING,CHZ,BTC,,฿,1,1e-8,Chiliz,Bitcoin,6.5e-7,7.4e-7,6.3e-7,6.7e-7,97526913,65.71919871,0,97526913,BTC,BTC,4782431150,[],,,
CHZUSDT,TRADING,CHZ,USDT,,,1,0.000001,Chiliz,TetherUS,0.012467,0.013712,0.011601,0.012648,214666548,2707450.727918,0,214666548,USDⓈ,USDⓈ,4782431150,[],,,
CMTBTC,TRADING,CMT,BTC,,฿,1,1e-8,CyberMiles,Bitcoin,4.6e-7,4.7e-7,4.4e-7,4.6e-7,8277161,3.7947132,0,8277161,BTC,BTC,700048400,"[""pos"",""mining-zone""]",,,
CMTETH,TRADING,CMT,ETH,,Ξ,1,1e-8,CyberMiles,Ethereum,0.00001466,0.000015,0.00001421,0.0000148,2508366,36.71020435,0,2508366,ALTS,ALTS,700048400,"[""pos"",""mining-zone""]",,,
CNDBTC,TRADING,CND,BTC,,฿,1,1e-8,Cindicator,Bitcoin,4.7e-7,4.7e-7,4.4e-7,4.5e-7,8183502,3.70860773,0,8183502,BTC,BTC,2000000004,[],,,
COCOSBNB,TRADING,COCOS,BNB,,,1,1e-7,Cocos-BCX,BNB,0.0000095,0.0000097,0.0000094,0.0000096,466734363,4441.4948478,0,466734363,BNB,BNB,15715214795,"[""pos"",""mining-zone""]",,,
COCOSUSDT,TRADING,COCOS,USDT,,,1,0.000001,Cocos-BCX,TetherUS,0.000291,0.000292,0.000285,0.000288,478940746,137989.009733,0,478940746,USDⓈ,USDⓈ,15715214795,"[""pos"",""mining-zone""]",,,
COMPBNB,TRADING,COMP,BNB,,,0.001,0.001,Compound,BNB,3.56,3.716,3.477,3.64,140.611,508.471394,0,140.611,BNB,BNB,,"[""defi""]",,,
COMPBTC,TRADING,COMP,BTC,,฿,0.001,0.000001,Compound,Bitcoin,0.005675,0.005877,0.005579,0.005829,4309.114,24.57850805,0,4309.114,BTC,BTC,,"[""defi""]",,,
COMPBUSD,TRADING,COMP,BUSD,,,0.00001,0.01,Compound,BUSD,109.19,110.69,104.19,109.97,1814.28,195009.0996837,0,1814.27516,USDⓈ,USDⓈ,,"[""defi""]",,,
COMPUSDT,TRADING,COMP,USDT,,,0.00001,0.01,Compound,TetherUS,109.2,110.86,104.11,109.99,28377.88,3051778.5599939,0,28377.87222,USDⓈ,USDⓈ,,"[""defi""]",,,
COSBNB,TRADING,COS,BNB,,,1,0.000001,Contentos,BNB,0.00021,0.000213,0.000193,0.000205,13079752,2627.269249,0,13079752,BNB,BNB,1310656724,[],,,
COSBTC,TRADING,COS,BTC,,฿,1,1e-8,Contentos,Bitcoin,3.3e-7,3.4e-7,3.1e-7,3.3e-7,81538871,26.03598407,0,81538871,BTC,BTC,1310656724,[],,,
COSUSDT,TRADING,COS,USDT,,,0.1,0.00001,Contentos,TetherUS,0.00649,0.00653,0.0058,0.00616,53943604.1,327196.829708,0,53943604.1,USDⓈ,USDⓈ,1310656724,[],,,
COTIBNB,TRADING,COTI,BNB,,,1,0.000001,COTI,BNB,0.001542,0.001546,0.001478,0.001546,1980551,2994.137247,0,1980551,BNB,BNB,312250374,[],,,
COTIBTC,TRADING,COTI,BTC,,฿,1,1e-8,COTI,Bitcoin,0.00000244,0.0000025,0.00000237,0.00000246,17767341,43.01337674,0,17767341,BTC,BTC,312250374,[],,,
COTIUSDT,TRADING,COTI,USDT,,,0.1,0.00001,COTI,TetherUS,0.04714,0.04714,0.04401,0.0466,27833553.5,1274135.536485,0,27833553.5,USDⓈ,USDⓈ,312250374,[],,,
CREAMBNB,TRADING,CREAM,BNB,,,0.01,0.0001,Cream Finance,BNB,2.1318,2.448,1.9749,2.2592,1154.31,2446.934781,0,1154.31,BNB,BNB,,"[""defi"",""innovation-zone""]",,,
CREAMBUSD,TRADING,CREAM,BUSD,,,0.001,0.001,Cream Finance,BUSD,64.843,70.141,59.21,68.501,3435.819,221733.704956,0,3435.819,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
CRVBNB,TRADING,CRV,BNB,,,0.01,0.0001,Curve,BNB,0.0226,0.0255,0.0221,0.0251,503056.28,12055.103881,0,503056.28,BNB,BNB,,"[""defi""]",,,
CRVBTC,TRADING,CRV,BTC,,฿,0.01,1e-7,Curve,Bitcoin,0.000036,0.0000409,0.0000353,0.0000403,8789843.42,341.07095108,0,8789843.42,BTC,BTC,,"[""defi""]",,,
CRVBUSD,TRADING,CRV,BUSD,,,0.001,0.001,Curve,BUSD,0.698,0.785,0.66,0.761,528252.526,386599.227124,0,528252.526,USDⓈ,USDⓈ,,"[""defi""]",,,
CRVUSDT,TRADING,CRV,USDT,,,0.001,0.001,Curve,TetherUS,0.695,0.786,0.66,0.759,35941954.461,26231742.272133,0,35941954.461,USDⓈ,USDⓈ,,"[""defi""]",,,
CTKBNB,TRADING,CTK,BNB,,,0.1,0.00001,CertiK,BNB,0.039,0.04372,0.03781,0.04017,71368.7,2938.423793,0,71368.7,BNB,BNB,,"[""pos""]",,,
CTKBTC,TRADING,CTK,BTC,,฿,0.1,1e-8,CertiK,Bitcoin,0.00006174,0.00007095,0.00006031,0.00006419,236681.1,15.61615395,0,236681.1,BTC,BTC,,"[""pos""]",,,
CTKBUSD,TRADING,CTK,BUSD,,,0.01,0.0001,CertiK,BUSD,1.1864,1.3216,1.1472,1.2097,124242.88,153429.777322,0,124242.88,USDⓈ,USDⓈ,,"[""pos""]",,,
CTKUSDT,TRADING,CTK,USDT,,,0.01,0.0001,CertiK,TetherUS,1.1856,1.31,1.1435,1.2116,4333124.21,5325591.294665,0,4333124.21,USDⓈ,USDⓈ,,"[""pos""]",,,
CTSIBNB,TRADING,CTSI,BNB,,,1,0.000001,Cartesi,BNB,0.001403,0.001422,0.001345,0.001383,3043770,4206.782356,0,3043770,BNB,BNB,192733334,"[""pos"",""mining-zone""]",,,
CTSIBTC,TRADING,CTSI,BTC,,฿,1,1e-8,Cartesi,Bitcoin,0.00000224,0.00000229,0.00000216,0.00000222,5087155,11.25532276,0,5087155,BTC,BTC,192733334,"[""pos"",""mining-zone""]",,,
CTSIBUSD,TRADING,CTSI,BUSD,,,0.1,0.00001,Cartesi,BUSD,0.04254,0.04326,0.04035,0.04179,900210.4,38250.535147,0,900210.4,USDⓈ,USDⓈ,192733334,"[""pos"",""mining-zone""]",,,
CTSIUSDT,TRADING,CTSI,USDT,,,0.1,0.00001,Cartesi,TetherUS,0.043,0.04321,0.04032,0.0418,6797521.1,284002.399959,0,6797521.1,USDⓈ,USDⓈ,192733334,"[""pos"",""mining-zone""]",,,
CTXCBTC,TRADING,CTXC,BTC,,฿,1,1e-8,Cortex,Bitcoin,0.00000429,0.00000444,0.0000042,0.0000044,826778,3.57738893,0,826778,BTC,BTC,249938725,"[""pow"",""mining-zone""]",,,
