s,st,b,q,ba,qa,i,ts,an,qn,o,h,l,c,v,qv,y,as,pm,pn,cs,tags,pom,pomt,etf
ZECUSDC,TRADING,ZEC,USDC,,,0.00001,0.01,Zcash,USD Coin,78.38,79.22,73.55,74.56,762.11,58334.4441044,0,762.10013,USDⓈ,USDⓈ,5196519,"[""pow"",""mining-zone""]",,,
ZECUSDT,TRADING,ZEC,USDT,,,0.00001,0.01,Zcash,TetherUS,77.86,79.24,73.38,74.73,309141.49,23511226.8744411,0,309141.48033,USDⓈ,USDⓈ,5196519,"[""pow"",""mining-zone""]",,,
ZENBNB,TRADING,ZEN,BNB,,,0.01,0.0001,Horizen,BNB,0.4688,0.4792,0.4424,0.4554,4501.03,2071.878082,0,4501.03,BNB,BNB,10497412,"[""pow"",""mining-zone""]",,,
ZENBTC,TRADING,ZEN,BTC,,฿,0.01,1e-7,Horizen,Bitcoin,0.0007529,0.00077,0.0007106,0.0007241,89998.7,66.2996835,0,89998.7,BTC,BTC,10497412,"[""pow"",""mining-zone""]",,,
ZRXUSDT,TRADING,ZRX,USDT,,,0.01,0.0001,0x,TetherUS,0.4147,0.4254,0.3939,0.4224,5636332.44,2315718.810478,0,5636332.44,USDⓈ,USDⓈ,743937911,"[""defi""]",,,
WNXMUSDT,TRADING,WNXM,USDT,,,0.001,0.001,Wrapped NXM,TetherUS,20.906,22.199,20.34,20.772,41997.333,880264.325227,0,41997.333,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
XLMBTC,TRADING,XLM,BTC,,฿,1,1e-8,Stellar Lumens,Bitcoin,0.00000987,0.00000999,0.00000958,0.00000958,59314746,579.61840576,0,59314746,BTC,BTC,21695432662,"[""mining-zone""]",,,
XLMBUSD,TRADING,XLM,BUSD,,,0.1,0.00001,Stellar Lumens,BUSD,0.19117,0.19154,0.17731,0.18115,6543370,1209267.564391,0,6543370,USDⓈ,USDⓈ,21695432662,"[""mining-zone""]",,,
XLMETH,TRADING,XLM,ETH,,Ξ,1,1e-8,Stellar Lumens,Ethereum,0.00031507,0.00031785,0.00030616,0.00030778,2119795,660.51819218,0,2119795,ALTS,ALTS,21695432662,"[""mining-zone""]",,,
XLMUSDT,TRADING,XLM,USDT,,,0.1,0.00001,Stellar Lumens,TetherUS,0.19042,0.19164,0.17721,0.18142,345765334.3,63877170.081667,0,345765334.3,USDⓈ,USDⓈ,21695432662,"[""mining-zone""]",,,
XMRBNB,TRADING,XMR,BNB,,,0.001,0.001,Monero,BNB,4.211,4.26,4.152,4.172,1162.258,4881.032984,0,1162.258,BNB,BNB,17773897,"[""pow"",""mining-zone""]",,,
XMRBTC,TRADING,XMR,BTC,,฿,0.001,0.000001,Monero,Bitcoin,0.00668,0.006867,0.00651,0.006673,68226.927,458.43161097,0,68226.927,BTC,BTC,17773897,"[""pow"",""mining-zone""]",,,
XMRBUSD,TRADING,XMR,BUSD,,,0.00001,0.01,Monero,BUSD,129.03,131.12,123.88,126.11,4097.95,523563.4197864,0,4097.94273,USDⓈ,USDⓈ,17773897,"[""pow"",""mining-zone""]",,,
XMRETH,TRADING,XMR,ETH,,Ξ,0.001,0.00001,Monero,Ethereum,0.21358,0.21858,0.21083,0.21431,5471.458,1172.87406384,0,5471.458,ALTS,ALTS,17773897,"[""pow"",""mining-zone""]",,,
XLMBNB,TRADING,XLM,BNB,,,1,0.000001,Stellar Lumens,BNB,0.006209,0.00624,0.005955,0.005999,940342,5749.584146,0,940342,BNB,BNB,21695432662,"[""mining-zone""]",,,
XEMUSDT,TRADING,XEM,USDT,,,0.01,0.0001,NEM,TetherUS,0.1863,0.1968,0.175,0.192,7359300.49,1391051.717294,0,7359300.49,USDⓈ,USDⓈ,8999999999,"[""pos"",""mining-zone""]",,,
XEMETH,TRADING,XEM,ETH,,Ξ,1,1e-8,NEM,Ethereum,0.00030776,0.00033115,0.00030527,0.00032584,1599096,510.10158976,0,1599096,ALTS,ALTS,8999999999,"[""pos"",""mining-zone""]",,,
WPRBTC,TRADING,WPR,BTC,,฿,1,1e-8,WePower,Bitcoin,4.8e-7,5.5e-7,4.3e-7,4.7e-7,182319520,90.28299951,0,182319520,BTC,BTC,674917907,[],,,
WRXBNB,TRADING,WRX,BNB,,,1,0.000001,WazirX,BNB,0.002621,0.002673,0.002592,0.002616,26169,68.621536,0,26169,BNB,BNB,186821429,[],,,
WRXBTC,TRADING,WRX,BTC,,฿,1,1e-8,WazirX,Bitcoin,0.00000416,0.00000428,0.00000413,0.0000042,1240537,5.21044812,0,1240537,BTC,BTC,186821429,[],,,
WRXBUSD,TRADING,WRX,BUSD,,,0.1,0.00001,WazirX,BUSD,0.07995,0.08079,0.0776,0.0795,191864.1,15282.084776,0,191864.1,USDⓈ,USDⓈ,186821429,[],,,
WRXUSDT,TRADING,WRX,USDT,,,0.1,0.00001,WazirX,TetherUS,0.0801,0.08116,0.07763,0.07932,3594201.4,285371.699646,0,3594201.4,USDⓈ,USDⓈ,186821429,[],,,
WTCBNB,TRADING,WTC,BNB,,,0.1,0.00001,Walton,BNB,0.01226,0.01232,0.0117,0.01207,18118.2,216.612455,0,18118.2,BNB,BNB,72133493,"[""pow"",""pos"",""mining-zone""]",,,
WTCUSDT,TRADING,WTC,USDT,,,0.01,0.0001,Walton,TetherUS,0.3732,0.3755,0.3505,0.364,758493.93,276908.733082,0,758493.93,USDⓈ,USDⓈ,72133493,"[""pow"",""pos"",""mining-zone""]",,,
XEMBTC,TRADING,XEM,BTC,,฿,1,1e-8,NEM,Bitcoin,0.00000965,0.00001049,0.00000956,0.00001016,22565006,225.58896198,0,22565006,BTC,BTC,8999999999,"[""pos"",""mining-zone""]",,,
XMRUSDT,TRADING,XMR,USDT,,,0.00001,0.01,Monero,TetherUS,128.84,129.27,123.7,126.23,89367.82,11375425.366141,0,89367.8106,USDⓈ,USDⓈ,17773897,"[""pow"",""mining-zone""]",,,
XRPAUD,TRADING,XRP,AUD,,,0.1,0.00001,Ripple,Australia Dollar,0.875,0.87512,0.81,0.83498,266513.5,224249.373547,0,266513.5,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPBKRW,TRADING,XRP,BKRW,,,0.1,0.01,Ripple,Binance KRW,700.73,702.69,659.52,670.43,75960.1,51750505.372,0,75960.1,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPTRY,TRADING,XRP,TRY,,,0.01,0.001,Ripple,Turkish Lira,5.002,5.046,4.7,4.815,816905.71,3982796.39007,0,816905.71,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPTUSD,TRADING,XRP,TUSD,,,0.1,0.00001,Ripple,TrueUSD,0.642,0.64446,0.59716,0.60983,1006530.8,621450.024907,0,1006530.8,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPUSDC,TRADING,XRP,USDC,,,0.1,0.00001,Ripple,USD Coin,0.63567,0.64238,0.59533,0.61069,3310142.4,2046647.815757,0,3310142.4,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPUSDT,TRADING,XRP,USDT,,,0.1,0.00001,Ripple,TetherUS,0.63947,0.6436,0.59455,0.613,650483981.3,401797365.443805,0,650483981.3,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XTZBNB,TRADING,XTZ,BNB,,,0.1,0.00001,Tezos,BNB,0.07764,0.08116,0.07649,0.07797,44346.9,3479.275146,0,44346.9,BNB,BNB,607489041,"[""pos"",""mining-zone""]",,,
XTZBTC,TRADING,XTZ,BTC,,฿,0.01,1e-7,Tezos,Bitcoin,0.000123,0.0001305,0.0001217,0.0001249,1130939.05,141.65668074,0,1130939.05,BTC,BTC,607489041,"[""pos"",""mining-zone""]",,,
XTZBUSD,TRADING,XTZ,BUSD,,,0.01,0.0001,Tezos,BUSD,2.3731,2.4772,2.2851,2.3618,251212.1,595611.976302,0,251212.1,USDⓈ,USDⓈ,607489041,"[""pos"",""mining-zone""]",,,
XRPRUB,TRADING,XRP,RUB,,,0.1,0.001,Ripple,Russian Ruble,48.22,48.494,44.8,45.755,176702.9,8276457.5053,0,176702.9,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPPAX,TRADING,XRP,PAX,,,0.1,0.00001,Ripple,Paxos Standard,0.63661,0.65133,0.59831,0.6113,241696.1,149360.779434,0,241696.1,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPNGN,TRADING,XRP,NGN,,,0.01,0.01,Ripple,Nigerian Naira,310.04,315.87,290.58,301.68,130114.53,39296413.6534,0,130114.53,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPBNB,TRADING,XRP,BNB,,,0.1,0.00001,Ripple,BNB,0.02092,0.02094,0.01997,0.02026,1881356.3,38359.737868,0,1881356.3,BNB,BNB,45334295892,"[""mining-zone""]",,,
XRPBRL,TRADING,XRP,BRL,,,0.01,0.001,Ripple,Brazilian Real,3.364,3.409,3.18,3.226,64569.29,211591.19791,0,64569.29,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPBTC,TRADING,XRP,BTC,,฿,1,1e-8,Ripple,Bitcoin,0.00003313,0.00003329,0.00003221,0.00003241,122176326,3991.13932181,0,122176326,BTC,BTC,45334295892,"[""mining-zone""]",,,
XRPBUSD,TRADING,XRP,BUSD,,,0.1,0.00001,Ripple,BUSD,0.63949,0.64331,0.5951,0.61321,42369858.2,26203974.338132,0,42369858.2,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPETH,TRADING,XRP,ETH,,Ξ,1,1e-8,Ripple,Ethereum,0.00105664,0.00107877,0.00102945,0.00104068,5338519,5569.90862465,0,5338519,ALTS,ALTS,45334295892,"[""mining-zone""]",,,
XRPEUR,TRADING,XRP,EUR,,,0.1,0.00001,Ripple,Euro,0.53484,0.53799,0.495,0.50887,7957339,4097609.364014,0,7957339,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPGBP,TRADING,XRP,GBP,,,0.1,0.00001,Ripple,Pound Sterling,0.47971,0.48328,0.44478,0.46048,1359419.2,631752.861612,0,1359419.2,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
BNBUSDT,TRADING,BNB,USDT,,,0.001,0.0001,BNB,TetherUS,30.6402,30.9993,29.5306,30.2406,2258107.303,68417041.4833825,0,2258107.303,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
ETHUSDT,TRADING,ETH,USDT,Ξ,,0.00001,0.01,Ethereum,TetherUS,605.59,608.77,575,589.1,1285044.22,760882160.4923507,0,1285044.21755,USDⓈ,USDⓈ,113660608,"[""pow"",""mining-zone""]",,,
RENUSDT,TRADING,REN,USDT,,,0.1,0.00001,Ren,TetherUS,0.32244,0.32769,0.30535,0.32364,8719131.1,2775307.067834,0,8719131.1,USDⓈ,USDⓈ,884532524,"[""pos"",""mining-zone"",""defi""]",,,
NKNUSDT,TRADING,NKN,USDT,,,0.1,0.00001,NKN,TetherUS,0.02174,0.02223,0.02077,0.02194,2575131.3,55334.058663,0,2575131.3,USDⓈ,USDⓈ,583666666,"[""pow"",""mining-zone""]",,,
BTSUSDT,TRADING,BTS,USDT,,,0.1,0.00001,BitShares,TetherUS,0.02387,0.02388,0.02273,0.02339,7266501.9,168094.688635,0,7266501.9,USDⓈ,USDⓈ,2994770000,"[""defi"",""pos"",""mining-zone""]",,,
DGBBTC,TRADING,DGB,BTC,,฿,1,1e-8,DigiByte,Bitcoin,0.00000124,0.00000126,0.0000012,0.00000124,24821534,30.56660414,0,24821534,BTC,BTC,10126279276,"[""pow"",""mining-zone""]",,,
BALBTC,TRADING,BAL,BTC,,฿,0.01,1e-7,Balancer,Bitcoin,0.0007392,0.0007425,0.0007084,0.0007319,15410.28,11.20622632,0,15410.28,BTC,BTC,,"[""defi""]",,,
JSTBUSD,TRADING,JST,BUSD,,,0.1,0.00001,JUST,BUSD,0.02761,0.02983,0.02606,0.02717,5142716.2,142858.249012,0,5142716.2,USDⓈ,USDⓈ,,"[""defi""]",,,
ANTBTC,TRADING,ANT,BTC,,฿,0.01,1e-7,Aragon,Bitcoin,0.0001731,0.0001859,0.0001714,0.0001791,262408.06,46.96107212,0,262408.06,BTC,BTC,39609522,"[""pos"",""mining-zone""]",,,
RSRBUSD,TRADING,RSR,BUSD,,,0.1,0.00001,Reserve Rights,BUSD,0.02069,0.02089,0.01925,0.0205,13929003.1,280615.583888,0,13929003.1,USDⓈ,USDⓈ,,"[""defi""]",,,
KSMBTC,TRADING,KSM,BTC,,฿,0.001,0.000001,Kusama,Bitcoin,0.002798,0.003273,0.00273,0.003268,52481.343,159.08075406,0,52481.343,BTC,BTC,,"[""pos"",""mining-zone""]",,,
LTCNGN,TRADING,LTC,NGN,Ł,,0.001,1,Litecoin,Nigerian Naira,44307,45663,40478,42329,889,37927234.822,0,888.283,USDⓈ,USDⓈ,65994089,"[""pow"",""mining-zone""]",,,
