s,st,b,q,ba,qa,i,ts,an,qn,o,h,l,c,v,qv,y,as,pm,pn,cs,tags,pom,pomt,etf
BCHPAX,TRADING,BCH,PAX,,,0.00001,0.01,Bitcoin Cash,Paxos Standard,287,290,282.73,282.73,19.87,5663.4003988,0,19.86489,USDⓈ,USDⓈ,18592581,"[""pow"",""mining-zone""]",,,
BCHTUSD,TRADING,BCH,TUSD,,,0.00001,0.01,Bitcoin Cash,TrueUSD,283.38,290.76,281.38,284.09,194.21,55285.8328229,0,194.20376,USDⓈ,USDⓈ,18592581,"[""pow"",""mining-zone""]",,,
BCHUSDC,TRADING,BCH,USDC,,,0.00001,0.01,Bitcoin Cash,USD Coin,283.75,290.93,281.63,284.02,786.28,225053.6328301,0,786.27559,USDⓈ,USDⓈ,18592581,"[""pow"",""mining-zone""]",,,
BCHUSDT,TRADING,BCH,USDT,,,0.00001,0.01,Bitcoin Cash,TetherUS,284.16,290.87,281.03,283.7,102659.36,29329668.2423293,0,102659.35486,USDⓈ,USDⓈ,18592581,"[""pow"",""mining-zone""]",,,
BCPTBTC,TRADING,BCPT,BTC,,฿,1,1e-8,BlockMason Credit Protocol,Bitcoin,0.00000106,0.00000108,0.00000104,0.00000104,1934785,2.05089812,0,1934785,BTC,BTC,116158667,"[""defi""]",,,
BEAMBTC,TRADING,BEAM,BTC,,฿,0.01,1e-7,Beam,Bitcoin,0.0000136,0.0000139,0.0000133,0.0000137,390541.56,5.31428804,0,390541.56,BTC,BTC,,"[""pow"",""mining-zone""]",,,
BEAMUSDT,TRADING,BEAM,USDT,,,0.01,0.0001,Beam,TetherUS,0.2607,0.2684,0.2574,0.26,685788.27,179595.365426,0,685788.27,USDⓈ,USDⓈ,,"[""pow"",""mining-zone""]",,,
BELBNB,TRADING,BEL,BNB,,,0.1,0.00001,Bella Protocol,BNB,0.04064,0.04353,0.04021,0.0421,135250,5628.391359,0,135250,BNB,BNB,,"[""defi"",""innovation-zone""]",,,
BELBTC,TRADING,BEL,BTC,,฿,1,1e-8,Bella Protocol,Bitcoin,0.00006223,0.00006726,0.0000613,0.00006473,2198207,139.88104823,0,2198207,BTC,BTC,,"[""defi"",""innovation-zone""]",,,
BELBUSD,TRADING,BEL,BUSD,,,0.01,0.0001,Bella Protocol,BUSD,1.1966,1.2876,1.168,1.235,555045.9,678825.547226,0,555045.9,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
BELUSDT,TRADING,BEL,USDT,,,0.01,0.0001,Bella Protocol,TetherUS,1.1904,1.2923,1.17,1.2351,7096819.29,8673056.985906,0,7096819.29,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
BLZBNB,TRADING,BLZ,BNB,,,1,0.000001,Bluzelle,BNB,0.00256,0.002576,0.002506,0.002521,146451,372.129966,0,146451,BNB,BNB,194767618,"[""storage-zone""]",,,
BLZBTC,TRADING,BLZ,BTC,,฿,1,1e-8,Bluzelle,Bitcoin,0.00000392,0.00000393,0.00000383,0.00000388,3006122,11.67664588,0,3006122,BTC,BTC,194767618,"[""storage-zone""]",,,
BLZBUSD,BREAK,BLZ,BUSD,,,0.1,0.00001,Bluzelle,BUSD,0.06938,0.07285,0.06641,0.07104,26545.6,1863.11232,0,26545.6,USDⓈ,USDⓈ,194767618,"[""storage-zone""]",,,
BLZETH,TRADING,BLZ,ETH,,Ξ,1,1e-8,Bluzelle,Ethereum,0.00012553,0.00012717,0.00012411,0.00012556,186116,23.35724963,0,186116,ALTS,ALTS,194767618,"[""storage-zone""]",,,
BLZUSDT,TRADING,BLZ,USDT,,,0.1,0.00001,Bluzelle,TetherUS,0.07502,0.076,0.07282,0.07402,4521265.9,337239.670468,0,4521265.9,USDⓈ,USDⓈ,194767618,"[""storage-zone""]",,,
BNBAUD,TRADING,BNB,AUD,,,0.001,0.001,BNB,Australia Dollar,39.622,40.266,39.4,39.738,2193.938,87398.349793,0,2193.938,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBBIDR,TRADING,BNB,BIDR,,,0.001,1,BNB,BIDR,412829,417847,411066,414650,641,264370289.17,0,640.267,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBBKRW,TRADING,BNB,BKRW,,,0.001,1,BNB,Binance KRW,31829,32148,31609,32020,507,16139063.027,0,506.044,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBBRL,TRADING,BNB,BRL,,,0.00001,0.01,BNB,Brazilian Real,152.04,153,149.33,150.2,641.7,97240.0063175,0,641.69631,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBBUSD,TRADING,BNB,BUSD,,,0.01,0.0001,BNB,BUSD,29.2592,29.6698,29.0525,29.305,152749.81,4487386.306124,0,152749.81,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBDAI,TRADING,BNB,DAI,,,0.001,0.001,BNB,Dai,29.016,29.472,28.981,29.11,1189.334,34753.411476,0,1189.334,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBETH,TRADING,BNB,ETH,,Ξ,0.01,0.000001,BNB,Ethereum,0.049216,0.049861,0.048682,0.04969,52596.46,2597.47791249,0,52596.46,ALTS,ALTS,152665937,"[""pos"",""mining-zone""]",,,
BNBEUR,TRADING,BNB,EUR,,,0.001,0.0001,BNB,Euro,24.2333,24.5227,24.0828,24.2943,18690.95,454204.2907442,0,18690.95,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBGBP,TRADING,BNB,GBP,,,0.001,0.001,BNB,Pound Sterling,21.9,22.443,21.83,22.077,6051.222,133967.616707,0,6051.222,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBIDRT,TRADING,BNB,IDRT,,,0.001,1,BNB,Rupiah Token,413966,417995,410881,412763,825,341720210.68,0,824.165,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBNGN,TRADING,BNB,NGN,,,0.001,1,BNB,Nigerian Naira,13995,14306,13953,14220,2592,36667147.54,0,2591.483,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBPAX,TRADING,BNB,PAX,,,0.01,0.0001,BNB,Paxos Standard,29.5588,29.6674,29.088,29.088,47.26,1378.798415,0,47.26,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBRUB,TRADING,BNB,RUB,,,0.01,0.01,BNB,Russian Ruble,2173.13,2193.07,2136.2,2157.73,572.15,1238863.742,0,572.15,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBTRY,TRADING,BNB,TRY,,,0.01,0.01,BNB,Turkish Lira,228.71,232.24,228,230.18,1842.75,423870.6771,0,1842.75,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBTUSD,TRADING,BNB,TUSD,,,0.01,0.0001,BNB,TrueUSD,29.198,29.5813,29.0593,29.2987,612.3,17958.188311,0,612.3,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBUSDC,TRADING,BNB,USDC,,,0.01,0.0001,BNB,USD Coin,29.2257,29.619,29.0343,29.2898,5983.24,175299.862482,0,5983.24,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNBZAR,TRADING,BNB,ZAR,,,0.01,0.01,BNB,South African Rand,458.74,463.9,458.74,461.67,46.55,21545.153,0,46.55,USDⓈ,USDⓈ,152665937,"[""pos"",""mining-zone""]",,,
BNTBTC,TRADING,BNT,BTC,,฿,1,1e-8,Bancor,Bitcoin,0.00005412,0.00005412,0.00005267,0.00005391,175933,9.36088525,0,175933,BTC,BTC,90547068,"[""defi""]",,,
BNTBUSD,TRADING,BNT,BUSD,,,0.01,0.0001,Bancor,BUSD,1.0302,1.0362,1.0046,1.0257,53510.82,54430.103978,0,53510.82,USDⓈ,USDⓈ,90547068,"[""defi""]",,,
BNTUSDT,TRADING,BNT,USDT,,,0.01,0.0001,Bancor,TetherUS,1.0367,1.0397,1.0045,1.0256,492435.66,502061.901102,0,492435.66,USDⓈ,USDⓈ,90547068,"[""defi""]",,,
BOTBTC,TRADING,BOT,BTC,,฿,0.0001,0.00001,Bounce Token,Bitcoin,0.02442,0.02968,0.024,0.0253,3066.717,80.96241653,0,3066.717,BTC,BTC,,"[""innovation-zone"",""defi""]",,,
BOTBUSD,TRADING,BOT,BUSD,,,0.00001,0.01,Bounce Token,BUSD,471.95,545.5,455,484.08,225.09,114316.5809449,0,225.08105,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
BRDBTC,TRADING,BRD,BTC,,฿,1,1e-8,Bread,Bitcoin,0.00000422,0.00000422,0.00000384,0.00000396,4277940,17.03429539,0,4277940,BTC,BTC,88733977,[],,,
BRDETH,TRADING,BRD,ETH,,Ξ,1,1e-7,Bread,Ethereum,0.0001362,0.0001362,0.0001235,0.0001285,357463,46.1124401,0,357463,ALTS,ALTS,88733977,[],,,
BTCAUD,TRADING,BTC,AUD,฿,,0.000001,0.01,Bitcoin,Australia Dollar,25893.51,26295.07,25620.45,25850.06,116.95,3048434.75317017,0,116.940739,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCBIDR,TRADING,BTC,BIDR,฿,,0.000001,1,Bitcoin,BIDR,270744520,273614686,267556034,268863104,29,7597250337.76,0,28.074763,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCBKRW,TRADING,BTC,BKRW,฿,,0.000001,1,Bitcoin,Binance KRW,20805123,21039562,20628930,20837634,18,361430033.149432,0,17.330193,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCBRL,TRADING,BTC,BRL,฿,,0.000001,1,Bitcoin,Brazilian Real,99288,100400,97100,98090,44,4319666.373276,0,43.832062,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCBUSD,TRADING,BTC,BUSD,฿,,0.000001,0.01,Bitcoin,BUSD,19147.16,19433.11,18908.69,19074.76,6940.43,133277819.31660485,0,6940.420218,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCDAI,TRADING,BTC,DAI,฿,,0.000001,0.01,Bitcoin,Dai,19063.67,19334.62,18837.12,19000,82.44,1570481.47568946,0,82.437804,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCEUR,TRADING,BTC,EUR,฿,,0.000001,0.01,Bitcoin,Euro,15857.64,16032.74,15658.4,15800.34,1212.9,19248355.89066196,0,1212.896037,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCGBP,TRADING,BTC,GBP,฿,,0.000001,0.01,Bitcoin,Pound Sterling,14370.62,14600,14210,14345.03,283.94,4096596.02379717,0,283.939827,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCIDRT,TRADING,BTC,IDRT,฿,,0.000001,1,Bitcoin,Rupiah Token,270504590,273839890,267571097,269475654,6,1614410252,0,5.940118,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCNGN,TRADING,BTC,NGN,฿,,0.000001,1,Bitcoin,Nigerian Naira,9156999,9309732,9140311,9221515,306,2819761477.342139,0,305.290865,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCPAX,TRADING,BTC,PAX,฿,,0.000001,0.01,Bitcoin,Paxos Standard,19153.8,19436.22,18908.86,19069.82,330,6319270.20114115,0,329.992892,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCRUB,TRADING,BTC,RUB,฿,,0.000001,1,Bitcoin,Russian Ruble,1420275,1435428,1389129,1407000,25,35207329.919008,0,24.811169,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCTRY,TRADING,BTC,TRY,฿,,0.000001,1,Bitcoin,Turkish Lira,150040,151980,148451,149380,49,7271184.581053,0,48.35546,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCTUSD,TRADING,BTC,TUSD,฿,,0.000001,0.01,Bitcoin,TrueUSD,19172.97,19423.8,18906.28,19095.39,133.94,2571806.11487362,0,133.939694,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCUAH,TRADING,BTC,UAH,฿,,0.000001,1,Bitcoin,Ukraine Hryvnia,543004,547000,532114,538361,3,1183218.285668,0,2.190611,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCUSDC,TRADING,BTC,USDC,฿,,0.000001,0.01,Bitcoin,USD Coin,19151.07,19438,18908.45,19079.64,1122.49,21544799.40854487,0,1122.485847,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTCZAR,TRADING,BTC,ZAR,฿,,0.000001,1,Bitcoin,South African Rand,302345,303475,298085,299516,1,87471.948145,0,0.290241,USDⓈ,USDⓈ,18564237,"[""pow"",""mining-zone""]",,,
BTGBTC,TRADING,BTG,BTC,,฿,0.01,0.000001,Bitcoin Gold,Bitcoin,0.000481,0.00049,0.000474,0.000478,16715.6,8.01175881,0,16715.6,BTC,BTC,17333349,"[""pow"",""mining-zone""]",,,
BTSBTC,TRADING,BTS,BTC,,฿,1,1e-8,BitShares,Bitcoin,0.00000118,0.0000012,0.00000116,0.00000118,2657252,3.14569574,0,2657252,BTC,BTC,2994780000,"[""defi"",""pos"",""mining-zone""]",,,
BTTBNB,TRADING,BTT,BNB,,,1,1e-8,BitTorrent,BNB,0.00001176,0.00001184,0.00001136,0.00001139,408013181,4717.9590665,0,408013181,BNB,BNB,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BTTBUSD,TRADING,BTT,BUSD,,,1,1e-7,BitTorrent,BUSD,0.000345,0.0003464,0.0003326,0.0003343,199825232,68064.1612225,0,199825232,USDⓈ,USDⓈ,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BTTTRX,TRADING,BTT,TRX,,,0.1,0.00001,BitTorrent,TRON,0.0112,0.01129,0.01103,0.01105,1296921822.5,14454850.024731,0,1296921822.5,ALTS,ALTS,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BTTTUSD,TRADING,BTT,TUSD,,,1,1e-7,BitTorrent,TrueUSD,0.0003447,0.0003474,0.0003324,0.0003338,116382120,39550.257862,0,116382120,USDⓈ,USDⓈ,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BTTUSDC,TRADING,BTT,USDC,,,1,1e-7,BitTorrent,USD Coin,0.0003442,0.0003475,0.0003309,0.000334,123923250,42130.7889816,0,123923250,USDⓈ,USDⓈ,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BTTUSDT,TRADING,BTT,USDT,,,1,1e-7,BitTorrent,TetherUS,0.0003445,0.0003465,0.0003321,0.000334,8436238959,2867198.1442817,0,8436238959,USDⓈ,USDⓈ,89100000000,"[""storage-zone"",""pos"",""mining-zone""]",,,
BURGERBNB,TRADING,BURGER,BNB,,,0.1,0.00001,Burger Swap,BNB,0.0195,0.01951,0.018,0.01814,110828.8,2085.872792,0,110828.8,BNB,BNB,,"[""innovation-zone"",""defi""]",,,
BUSDBIDR,TRADING,BUSD,BIDR,,,0.01,1,BUSD,BIDR,14101,14138,14079,14116,18463,260242428.6,0,18462.45,USDⓈ,USDⓈ,16651765,[],,,
BUSDBKRW,TRADING,BUSD,BKRW,,,0.1,0.01,BUSD,Binance KRW,1084.69,1092.55,1081.79,1091.67,74170.9,80616092.875,0,74170.9,USDⓈ,USDⓈ,16651765,[],,,
BUSDBRL,TRADING,BUSD,BRL,,,0.01,0.001,BUSD,Brazilian Real,5.179,5.19,5.102,5.143,109700.8,565624.79216,0,109700.8,USDⓈ,USDⓈ,16651765,[],,,
BUSDDAI,TRADING,BUSD,DAI,,,0.01,0.0001,BUSD,Dai,0.9947,0.9957,0.9946,0.9948,665545.48,662300.80253,0,665545.48,USDⓈ,USDⓈ,16651765,[],,,
BUSDIDRT,TRADING,BUSD,IDRT,,,0.01,1,BUSD,Rupiah Token,14050,14288,14047,14146,66818,944805031.88,0,66817.16,USDⓈ,USDⓈ,16651765,[],,,
BUSDNGN,TRADING,BUSD,NGN,,,0.01,0.01,BUSD,Nigerian Naira,478.67,486.9,477.36,483.39,998870.11,480231310.832,0,998870.11,USDⓈ,USDⓈ,16651765,[],,,
BUSDRUB,TRADING,BUSD,RUB,,,0.1,0.001,BUSD,Russian Ruble,74,74.3,73.216,73.7,57043.8,4205835.5795,0,57043.8,USDⓈ,USDⓈ,16651765,[],,,
BUSDTRY,TRADING,BUSD,TRY,,,0.01,0.001,BUSD,Turkish Lira,7.811,7.86,7.791,7.84,135810.7,1063779.81042,0,135810.7,USDⓈ,USDⓈ,16651765,[],,,
BUSDUSDT,TRADING,BUSD,USDT,,,0.01,0.0001,BUSD,TetherUS,0.9996,1,0.9994,0.9997,96391810.54,96364764.15135,0,96391810.54,USDⓈ,USDⓈ,16651765,[],,,
BUSDZAR,TRADING,BUSD,ZAR,,,0.1,0.001,BUSD,South African Rand,15.67,15.764,15.606,15.689,9134.9,143239.2695,0,9134.9,USDⓈ,USDⓈ,16651765,[],,,
BZRXBNB,TRADING,BZRX,BNB,,,0.1,0.00001,bZx Protocol,BNB,0.00853,0.00935,0.00852,0.00895,53676.7,479.406741,0,53676.7,BNB,BNB,,"[""defi"",""innovation-zone""]",,,
BZRXBTC,TRADING,BZRX,BTC,,฿,1,1e-8,bZx Protocol,Bitcoin,0.00001314,0.00001428,0.00001299,0.00001376,2178738,29.86599498,0,2178738,BTC,BTC,,"[""defi"",""innovation-zone""]",,,
BZRXBUSD,TRADING,BZRX,BUSD,,,0.01,0.0001,bZx Protocol,BUSD,0.2508,0.2733,0.2485,0.2624,184069.66,48382.732125,0,184069.66,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
BZRXUSDT,TRADING,BZRX,USDT,,,0.01,0.0001,bZx Protocol,TetherUS,0.251,0.2743,0.2479,0.2625,7808731.85,2050481.931398,0,7808731.85,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
CAKEBNB,TRADING,CAKE,BNB,,,0.1,0.00001,PancakeSwap,BNB,0.01611,0.0185,0.01597,0.01731,658814.7,11234.748799,0,658814.7,BNB,BNB,,"[""innovation-zone"",""defi""]",,,
CAKEBUSD,TRADING,CAKE,BUSD,,,0.01,0.0001,PancakeSwap,BUSD,0.4746,0.5216,0.4697,0.506,617564.34,309720.153228,0,617564.34,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
CDTBTC,TRADING,CDT,BTC,,฿,1,1e-8,Blox,Bitcoin,3.3e-7,3.4e-7,3.2e-7,3.3e-7,4443912,1.46801711,0,4443912,BTC,BTC,674579184,[],,,
CDTETH,TRADING,CDT,ETH,,Ξ,1,1e-8,Blox,Ethereum,0.00001063,0.00001078,0.00001063,0.00001078,629452,6.72156482,0,629452,ALTS,ALTS,674579184,[],,,
CELRBNB,TRADING,CELR,BNB,,,1,1e-7,Celer Network,BNB,0.000175,0.0001903,0.0001713,0.0001866,2111589,379.0450251,0,2111589,BNB,BNB,3325000000,[],,,
CELRBTC,TRADING,CELR,BTC,,฿,1,1e-8,Celer Network,Bitcoin,2.7e-7,3e-7,2.6e-7,2.9e-7,149471077,41.99928285,0,149471077,BTC,BTC,3325000000,[],,,
CELRUSDT,TRADING,CELR,USDT,,,0.1,0.00001,Celer Network,TetherUS,0.00508,0.0056,0.00503,0.00547,101796514.8,531621.465094,0,101796514.8,USDⓈ,USDⓈ,3325000000,[],,,
CHRBNB,TRADING,CHR,BNB,,,1,0.000001,Chromia,BNB,0.000904,0.000951,0.000878,0.000933,3549042,3203.292844,0,3549042,BNB,BNB,268455372,[],,,
CHRBTC,TRADING,CHR,BTC,,฿,1,1e-8,Chromia,Bitcoin,0.00000138,0.00000147,0.00000134,0.00000142,7586474,10.62692955,0,7586474,BTC,BTC,268455372,[],,,
CHRUSDT,TRADING,CHR,USDT,,,0.1,0.00001,Chromia,TetherUS,0.0265,0.02809,0.02571,0.02735,17398477,463438.947274,0,17398477,USDⓈ,USDⓈ,268455372,[],,,
CHZBNB,TRADING,CHZ,BNB,,,1,1e-7,Chiliz,BNB,0.000426,0.0004484,0.0004235,0.000432,1029178,448.6237466,0,1029178,BNB,BNB,4782431150,[],,,
CHZBTC,TRADING,CHZ,BTC,,฿,1,1e-8,Chiliz,Bitcoin,6.5e-7,6.8e-7,6.5e-7,6.6e-7,33959904,22.60958617,0,33959904,BTC,BTC,4782431150,[],,,
CHZUSDT,TRADING,CHZ,USDT,,,1,0.000001,Chiliz,TetherUS,0.012455,0.01318,0.012455,0.012704,59935016,765161.641348,0,59935016,USDⓈ,USDⓈ,4782431150,[],,,
CMTBTC,TRADING,CMT,BTC,,฿,1,1e-8,CyberMiles,Bitcoin,4.6e-7,4.6e-7,4.5e-7,4.6e-7,4195884,1.89801647,0,4195884,BTC,BTC,700048400,"[""pos"",""mining-zone""]",,,
CMTETH,TRADING,CMT,ETH,,Ξ,1,1e-8,CyberMiles,Ethereum,0.00001483,0.0000149,0.00001447,0.00001477,1913036,28.10611487,0,1913036,ALTS,ALTS,700048400,"[""pos"",""mining-zone""]",,,
CNDBTC,TRADING,CND,BTC,,฿,1,1e-8,Cindicator,Bitcoin,4.8e-7,4.9e-7,4.6e-7,4.7e-7,4867017,2.30221329,0,4867017,BTC,BTC,2000000004,[],,,
COCOSBNB,TRADING,COCOS,BNB,,,1,1e-7,Cocos-BCX,BNB,0.0000101,0.0000105,0.00001,0.0000102,534588680,5413.0422695,0,534588680,BNB,BNB,15715214795,"[""pos"",""mining-zone""]",,,
COCOSUSDT,TRADING,COCOS,USDT,,,1,0.000001,Cocos-BCX,TetherUS,0.000294,0.000307,0.000291,0.0003,467107897,138781.98742,0,467107897,USDⓈ,USDⓈ,15715214795,"[""pos"",""mining-zone""]",,,
COMPBNB,TRADING,COMP,BNB,,,0.001,0.001,Compound,BNB,4.619,5.166,4.598,5.08,148.686,722.103848,0,148.686,BNB,BNB,,"[""defi""]",,,
COMPBTC,TRADING,COMP,BTC,,฿,0.001,0.000001,Compound,Bitcoin,0.007075,0.007899,0.006987,0.007848,14605.467,107.93724261,0,14605.467,BTC,BTC,,"[""defi""]",,,
COMPBUSD,TRADING,COMP,BUSD,,,0.00001,0.01,Compound,BUSD,135.39,150.89,133.98,149.49,2468.75,348220.5319637,0,2468.74519,USDⓈ,USDⓈ,,"[""defi""]",,,
COMPUSDT,TRADING,COMP,USDT,,,0.00001,0.01,Compound,TetherUS,135.39,150.92,134.03,149.41,45745.28,6460480.7626608,0,45745.2768,USDⓈ,USDⓈ,,"[""defi""]",,,
COSBNB,TRADING,COS,BNB,,,1,0.000001,Contentos,BNB,0.000221,0.000229,0.000209,0.000218,5962966,1296.433739,0,5962966,BNB,BNB,1310656724,[],,,
COSBTC,TRADING,COS,BTC,,฿,1,1e-8,Contentos,Bitcoin,3.4e-7,3.6e-7,3.1e-7,3.3e-7,26824035,8.99062925,0,26824035,BTC,BTC,1310656724,[],,,
COSUSDT,TRADING,COS,USDT,,,0.1,0.00001,Contentos,TetherUS,0.00647,0.00674,0.00611,0.00636,34511267.4,220162.565499,0,34511267.4,USDⓈ,USDⓈ,1310656724,[],,,
COTIBNB,TRADING,COTI,BNB,,,1,0.000001,COTI,BNB,0.001534,0.001567,0.001419,0.001479,2883999,4304.59619,0,2883999,BNB,BNB,312250374,[],,,
COTIBTC,TRADING,COTI,BTC,,฿,1,1e-8,COTI,Bitcoin,0.00000236,0.00000241,0.0000022,0.00000227,35527291,81.47464568,0,35527291,BTC,BTC,312250374,[],,,
COTIUSDT,TRADING,COTI,USDT,,,0.1,0.00001,COTI,TetherUS,0.04517,0.04642,0.042,0.04337,44082842.8,1943079.231194,0,44082842.8,USDⓈ,USDⓈ,312250374,[],,,
COVERBUSD,TRADING,COVER,BUSD,,,0.00001,0.01,COVER Protocol,BUSD,928.63,959.87,751.02,815.02,5405.55,4514660.9152616,0,5405.5446,USDⓈ,USDⓈ,,"[""innovation-zone""]",,,
COVERETH,TRADING,COVER,ETH,,Ξ,0.0001,0.0001,COVER Protocol,Ethereum,1.5154,1.6,1.2858,1.3852,1122.0106,1596.64032743,0,1122.0106,ALTS,ALTS,,"[""innovation-zone""]",,,
CREAMBNB,TRADING,CREAM,BNB,,,0.01,0.0001,Cream Finance,BNB,2.5227,3.02,2.4527,2.6493,2392.73,6766.78913,0,2392.73,BNB,BNB,,"[""defi"",""innovation-zone""]",,,
CREAMBUSD,TRADING,CREAM,BUSD,,,0.001,0.001,Cream Finance,BUSD,73.51,88,71.828,77.135,10321.9,837789.83506,0,10321.9,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
CRVBNB,TRADING,CRV,BNB,,,0.01,0.0001,Curve,BNB,0.0238,0.0253,0.0234,0.024,266802.26,6523.495396,0,266802.26,BNB,BNB,,"[""defi""]",,,
CRVBTC,TRADING,CRV,BTC,,฿,0.01,1e-7,Curve,Bitcoin,0.0000363,0.0000389,0.0000355,0.0000369,3413900.78,126.85626603,0,3413900.78,BTC,BTC,,"[""defi""]",,,
CRVBUSD,TRADING,CRV,BUSD,,,0.001,0.001,Curve,BUSD,0.698,0.744,0.685,0.704,344282.038,246769.46367,0,344282.038,USDⓈ,USDⓈ,,"[""defi""]",,,
CRVUSDT,TRADING,CRV,USDT,,,0.001,0.001,Curve,TetherUS,0.694,0.744,0.684,0.703,16785343.714,12018988.364404,0,16785343.714,USDⓈ,USDⓈ,,"[""defi""]",,,
CTKBNB,TRADING,CTK,BNB,,,0.1,0.00001,CertiK,BNB,0.03497,0.03788,0.03461,0.03673,153887.8,5548.269645,0,153887.8,BNB,BNB,,"[""pos""]",,,
CTKBTC,TRADING,CTK,BTC,,฿,0.1,1e-8,CertiK,Bitcoin,0.00005337,0.00005821,0.00005269,0.00005636,568959.3,31.42968872,0,568959.3,BTC,BTC,,"[""pos""]",,,
CTKBUSD,TRADING,CTK,BUSD,,,0.01,0.0001,CertiK,BUSD,1.0255,1.1187,1.001,1.0756,152930.69,161738.288489,0,152930.69,USDⓈ,USDⓈ,,"[""pos""]",,,
CTKUSDT,TRADING,CTK,USDT,,,0.01,0.0001,CertiK,TetherUS,1.0222,1.1203,1.012,1.0758,2926293.96,3114441.287616,0,2926293.96,USDⓈ,USDⓈ,,"[""pos""]",,,
CTSIBNB,TRADING,CTSI,BNB,,,1,0.000001,Cartesi,BNB,0.001351,0.001444,0.001344,0.001397,3996099,5537.82484,0,3996099,BNB,BNB,192733334,"[""pos"",""mining-zone""]",,,
CTSIBTC,TRADING,CTSI,BTC,,฿,1,1e-8,Cartesi,Bitcoin,0.00000207,0.00000222,0.00000204,0.00000215,7315836,15.58845462,0,7315836,BTC,BTC,192733334,"[""pos"",""mining-zone""]",,,
CTSIBUSD,TRADING,CTSI,BUSD,,,0.1,0.00001,Cartesi,BUSD,0.03956,0.04447,0.03889,0.04098,10234337.3,415596.69906,0,10234337.3,USDⓈ,USDⓈ,192733334,"[""pos"",""mining-zone""]",,,
CTSIUSDT,TRADING,CTSI,USDT,,,0.1,0.00001,Cartesi,TetherUS,0.03952,0.04273,0.03921,0.04091,12517008.4,507590.868896,0,12517008.4,USDⓈ,USDⓈ,192733334,"[""pos"",""mining-zone""]",,,
CTXCBTC,TRADING,CTXC,BTC,,฿,1,1e-8,Cortex,Bitcoin,0.00000438,0.00000443,0.00000429,0.00000435,672519,2.9313337,0,672519,BTC,BTC,249938725,"[""pow"",""mining-zone""]",,,
